"75CSV  	",
1340.4,-56.168
1340.5,-56.684
1340.6,-56.322
1340.7,-56.05
1340.8,-56.087
1340.9,-56.21
1341,-56.291
1341.1,-55.951
1341.2,-55.884
1341.3,-55.884
1341.4,-56.101
1341.5,-56.263
1341.6,-56.114
1341.7,-55.952
1341.8,-55.829
1341.9,-55.867
1342,-56.371
1342.1,-56.101
1342.2,-55.995
1342.3,-56.084
1342.4,-55.902
1342.5,-55.914
1342.6,-55.992
1342.7,-56.307
1342.8,-55.919
1342.9,-55.548
1343,-55.926
1343.1,-56.107
1343.2,-55.838
1343.3,-55.852
1343.4,-55.671
1343.5,-55.547
1343.6,-55.893
1343.7,-55.752
1343.8,-55.883
1343.9,-55.492
1344,-56.004
1344.1,-55.596
1344.2,-55.409
1344.3,-55.586
1344.4,-55.627
1344.5,-55.366
1344.6,-55.927
1344.7,-55.408
1344.8,-55.604
1344.9,-55.525
1345,-55.298
1345.1,-55.353
1345.2,-55.213
1345.3,-55.391
1345.4,-55.241
1345.5,-55.151
1345.6,-55.308
1345.7,-55.204
1345.8,-54.888
1345.9,-55.386
1346,-55.527
1346.1,-55.271
1346.2,-55.323
1346.3,-55.211
1346.4,-55.082
1346.5,-54.977
1346.6,-55.425
1346.7,-55.208
1346.8,-55.356
1346.9,-55.197
1347,-55.045
1347.1,-55.193
1347.2,-55.096
1347.3,-54.96
1347.4,-54.915
1347.5,-55.07
1347.6,-55.125
1347.7,-54.862
1347.8,-55.052
1347.9,-55.326
1348,-55.003
1348.1,-55.16
1348.2,-54.897
1348.3,-54.898
1348.4,-55.079
1348.5,-55.098
1348.6,-54.854
1348.7,-54.916
1348.8,-54.902
1348.9,-54.712
1349,-55.079
1349.1,-54.824
1349.2,-54.675
1349.3,-54.686
1349.4,-54.793
1349.5,-54.623
1349.6,-54.439
1349.7,-54.638
1349.8,-54.516
1349.9,-54.752
1350,-54.462
1350.1,-54.613
1350.2,-54.439
1350.3,-54.548
1350.4,-54.757
1350.5,-54.652
1350.6,-54.829
1350.7,-54.626
1350.8,-54.58
1350.9,-54.274
1351,-54.425
1351.1,-54.381
1351.2,-54.293
1351.3,-54.191
1351.4,-54.177
1351.5,-54.294
1351.6,-54.416
1351.7,-54.474
1351.8,-54.405
1351.9,-54.331
1352,-54.128
1352.1,-54.43
1352.2,-54.184
1352.3,-54.106
1352.4,-53.873
1352.5,-54.231
1352.6,-53.995
1352.7,-54.077
1352.8,-54.244
1352.9,-53.971
1353,-53.928
1353.1,-53.923
1353.2,-54.063
1353.3,-54.002
1353.4,-53.966
1353.5,-53.986
1353.6,-53.93
1353.7,-53.921
1353.8,-53.719
1353.9,-53.926
1354,-53.855
1354.1,-53.67
1354.2,-53.714
1354.3,-53.67
1354.4,-53.758
1354.5,-53.72
1354.6,-53.737
1354.7,-53.91
1354.8,-53.845
1354.9,-53.973
1355,-54.156
1355.1,-54.14
1355.2,-53.921
1355.3,-53.624
1355.4,-53.468
1355.5,-53.65
1355.6,-53.44
1355.7,-53.383
1355.8,-53.568
1355.9,-53.885
1356,-53.832
1356.1,-53.705
1356.2,-53.598
1356.3,-53.27
1356.4,-53.17
1356.5,-53.229
1356.6,-53.149
1356.7,-53.009
1356.8,-53.083
1356.9,-53.1
1357,-52.908
1357.1,-53.352
1357.2,-53.426
1357.3,-53.44
1357.4,-53.369
1357.5,-53.267
1357.6,-52.841
1357.7,-52.835
1357.8,-53.03
1357.9,-52.977
1358,-52.921
1358.1,-52.843
1358.2,-52.914
1358.3,-52.684
1358.4,-52.942
1358.5,-52.991
1358.6,-53.019
1358.7,-52.818
1358.8,-52.873
1358.9,-52.591
1359,-52.55
1359.1,-52.439
1359.2,-52.461
1359.3,-52.364
1359.4,-52.472
1359.5,-52.816
1359.6,-52.941
1359.7,-53.026
1359.8,-53.138
1359.9,-52.7
1360,-52.482
1360.1,-52.417
1360.2,-52.232
1360.3,-52.399
1360.4,-52.379
1360.5,-52.195
1360.6,-52.29
1360.7,-52.26
1360.8,-52.455
1360.9,-52.547
1361,-52.573
1361.1,-52.734
1361.2,-52.684
1361.3,-52.272
1361.4,-52.263
1361.5,-52.04
1361.6,-52.024
1361.7,-52.566
1361.8,-52.561
1361.9,-52.642
1362,-52.754
1362.1,-52.429
1362.2,-52.211
1362.3,-52.496
1362.4,-53.128
1362.5,-52.975
1362.6,-52.688
1362.7,-52.802
1362.8,-52.449
1362.9,-51.869
1363,-51.801
1363.1,-51.763
1363.2,-51.576
1363.3,-51.488
1363.4,-51.448
1363.5,-51.334
1363.6,-51.371
1363.7,-51.332
1363.8,-51.303
1363.9,-51.318
1364,-51.414
1364.1,-51.413
1364.2,-51.527
1364.3,-51.584
1364.4,-51.496
1364.5,-51.646
1364.6,-51.789
1364.7,-52.118
1364.8,-52.379
1364.9,-52.366
1365,-52.189
1365.1,-51.429
1365.2,-51.266
1365.3,-51.216
1365.4,-51.475
1365.5,-51.501
1365.6,-51.754
1365.7,-51.628
1365.8,-51.292
1365.9,-51.068
1366,-50.908
1366.1,-50.769
1366.2,-50.855
1366.3,-50.885
1366.4,-50.779
1366.5,-50.731
1366.6,-50.784
1366.7,-50.608
1366.8,-50.667
1366.9,-50.851
1367,-50.884
1367.1,-50.897
1367.2,-50.869
1367.3,-50.7
1367.4,-50.486
1367.5,-50.533
1367.6,-50.859
1367.7,-50.76
1367.8,-51.052
1367.9,-51.246
1368,-50.95
1368.1,-50.809
1368.2,-50.741
1368.3,-50.273
1368.4,-50.298
1368.5,-50.434
1368.6,-50.951
1368.7,-50.91
1368.8,-51.004
1368.9,-50.827
1369,-50.354
1369.1,-50.023
1369.2,-49.977
1369.3,-49.931
1369.4,-49.963
1369.5,-49.899
1369.6,-49.823
1369.7,-49.779
1369.8,-49.796
1369.9,-50.015
1370,-50.247
1370.1,-50.348
1370.2,-50.23
1370.3,-50.09
1370.4,-49.821
1370.5,-49.77
1370.6,-49.649
1370.7,-49.573
1370.8,-49.69
1370.9,-50.079
1371,-50.41
1371.1,-50.445
1371.2,-50.418
1371.3,-50.401
1371.4,-49.843
1371.5,-49.578
1371.6,-49.479
1371.7,-49.561
1371.8,-49.509
1371.9,-49.438
1372,-49.478
1372.1,-49.689
1372.2,-49.632
1372.3,-49.716
1372.4,-49.674
1372.5,-49.58
1372.6,-49.367
1372.7,-49.31
1372.8,-49.142
1372.9,-49.151
1373,-49.195
1373.1,-49.266
1373.2,-49.18
1373.3,-49.186
1373.4,-49.255
1373.5,-49.234
1373.6,-49.128
1373.7,-49.044
1373.8,-49.021
1373.9,-48.932
1374,-48.921
1374.1,-48.952
1374.2,-48.891
1374.3,-48.937
1374.4,-48.977
1374.5,-48.826
1374.6,-48.883
1374.7,-48.887
1374.8,-48.87
1374.9,-48.908
1375,-49.035
1375.1,-48.961
1375.2,-48.824
1375.3,-48.74
1375.4,-48.524
1375.5,-48.495
1375.6,-48.499
1375.7,-48.488
1375.8,-48.582
1375.9,-48.636
1376,-48.684
1376.1,-48.654
1376.2,-48.575
1376.3,-48.491
1376.4,-48.431
1376.5,-48.38
1376.6,-48.359
1376.7,-48.388
1376.8,-48.297
1376.9,-48.473
1377,-48.57
1377.1,-48.666
1377.2,-48.669
1377.3,-48.637
1377.4,-48.401
1377.5,-48.302
1377.6,-48.195
1377.7,-48.17
1377.8,-48.048
1377.9,-48.02
1378,-48.005
1378.1,-47.988
1378.2,-47.906
1378.3,-47.911
1378.4,-47.904
1378.5,-48.087
1378.6,-48.116
1378.7,-48.309
1378.8,-48.462
1378.9,-48.466
1379,-48.275
1379.1,-48.17
1379.2,-47.884
1379.3,-47.808
1379.4,-47.713
1379.5,-47.598
1379.6,-47.626
1379.7,-47.684
1379.8,-47.6
1379.9,-47.476
1380,-47.558
1380.1,-47.66
1380.2,-47.639
1380.3,-47.647
1380.4,-47.722
1380.5,-47.778
1380.6,-48.306
1380.7,-48.842
1380.8,-48.933
1380.9,-48.795
1381,-48.492
1381.1,-48.186
1381.2,-47.672
1381.3,-47.681
1381.4,-47.637
1381.5,-47.421
1381.6,-47.135
1381.7,-47.2
1381.8,-47.129
1381.9,-47.128
1382,-47.235
1382.1,-47.2
1382.2,-47.216
1382.3,-47.198
1382.4,-47.347
1382.5,-47.513
1382.6,-47.864
1382.7,-48.578
1382.8,-48.778
1382.9,-48.592
1383,-48.502
1383.1,-47.935
1383.2,-47.432
1383.3,-47.244
1383.4,-46.977
1383.5,-46.866
1383.6,-46.888
1383.7,-46.898
1383.8,-47.049
1383.9,-47.21
1384,-47.184
1384.1,-47.124
1384.2,-46.953
1384.3,-46.592
1384.4,-46.567
1384.5,-46.532
1384.6,-46.49
1384.7,-46.523
1384.8,-46.451
1384.9,-46.53
1385,-46.667
1385.1,-46.955
1385.2,-46.94
1385.3,-46.832
1385.4,-46.806
1385.5,-46.443
1385.6,-46.337
1385.7,-46.339
1385.8,-46.277
1385.9,-46.35
1386,-46.411
1386.1,-46.422
1386.2,-46.325
1386.3,-46.223
1386.4,-46.278
1386.5,-46.218
1386.6,-46.184
1386.7,-46.167
1386.8,-45.967
1386.9,-45.921
1387,-45.938
1387.1,-45.9
1387.2,-45.803
1387.3,-45.829
1387.4,-45.82
1387.5,-45.748
1387.6,-45.717
1387.7,-45.839
1387.8,-46.186
1387.9,-46.265
1388,-46.37
1388.1,-46.524
1388.2,-46.429
1388.3,-46.264
1388.4,-46.273
1388.5,-46.117
1388.6,-45.995
1388.7,-45.787
1388.8,-45.606
1388.9,-45.566
1389,-45.6
1389.1,-45.594
1389.2,-45.515
1389.3,-45.513
1389.4,-45.502
1389.5,-45.439
1389.6,-45.354
1389.7,-45.413
1389.8,-45.502
1389.9,-45.57
1390,-45.646
1390.1,-45.683
1390.2,-45.566
1390.3,-45.386
1390.4,-45.371
1390.5,-45.317
1390.6,-45.245
1390.7,-45.231
1390.8,-45.25
1390.9,-45.213
1391,-45.204
1391.1,-45.22
1391.2,-45.113
1391.3,-45.079
1391.4,-45.028
1391.5,-44.994
1391.6,-44.975
1391.7,-44.968
1391.8,-44.963
1391.9,-44.966
1392,-44.969
1392.1,-45.051
1392.2,-45.185
1392.3,-45.293
1392.4,-45.406
1392.5,-45.974
1392.6,-45.868
1392.7,-45.849
1392.8,-45.748
1392.9,-45.425
1393,-44.914
1393.1,-44.797
1393.2,-44.774
1393.3,-44.702
1393.4,-44.695
1393.5,-44.665
1393.6,-44.582
1393.7,-44.581
1393.8,-44.56
1393.9,-44.561
1394,-44.467
1394.1,-44.517
1394.2,-44.549
1394.3,-44.471
1394.4,-44.443
1394.5,-44.448
1394.6,-44.529
1394.7,-44.539
1394.8,-44.554
1394.9,-44.654
1395,-45.079
1395.1,-45.032
1395.2,-45.075
1395.3,-44.973
1395.4,-44.666
1395.5,-44.771
1395.6,-44.804
1395.7,-44.785
1395.8,-44.866
1395.9,-44.632
1396,-44.374
1396.1,-44.272
1396.2,-44.277
1396.3,-44.56
1396.4,-44.777
1396.5,-44.901
1396.6,-45.138
1396.7,-44.927
1396.8,-44.449
1396.9,-44.302
1397,-43.975
1397.1,-43.898
1397.2,-44.002
1397.3,-44.015
1397.4,-43.974
1397.5,-43.978
1397.6,-43.918
1397.7,-43.839
1397.8,-43.743
1397.9,-43.712
1398,-43.66
1398.1,-43.695
1398.2,-43.742
1398.3,-43.766
1398.4,-43.755
1398.5,-43.723
1398.6,-43.651
1398.7,-43.567
1398.8,-43.578
1398.9,-43.622
1399,-43.571
1399.1,-43.553
1399.2,-43.579
1399.3,-43.536
1399.4,-43.525
1399.5,-43.868
1399.6,-43.946
1399.7,-43.909
1399.8,-43.876
1399.9,-43.708
1400,-43.599
1400.1,-43.588
1400.2,-43.59
1400.3,-43.68
1400.4,-43.644
1400.5,-43.526
1400.6,-43.75
1400.7,-44.215
1400.8,-44.09
1400.9,-44.07
1401,-43.99
1401.1,-43.608
1401.2,-43.225
1401.3,-43.284
1401.4,-43.32
1401.5,-43.398
1401.6,-43.407
1401.7,-43.312
1401.8,-43.241
1401.9,-43.17
1402,-43.062
1402.1,-43.022
1402.2,-42.948
1402.3,-42.996
1402.4,-43.005
1402.5,-42.986
1402.6,-42.943
1402.7,-42.948
1402.8,-42.867
1402.9,-42.844
1403,-42.843
1403.1,-42.849
1403.2,-42.822
1403.3,-42.787
1403.4,-42.715
1403.5,-42.65
1403.6,-42.603
1403.7,-42.623
1403.8,-42.652
1403.9,-42.703
1404,-42.72
1404.1,-42.788
1404.2,-42.761
1404.3,-42.764
1404.4,-42.844
1404.5,-42.866
1404.6,-42.777
1404.7,-42.818
1404.8,-42.805
1404.9,-43.051
1405,-43.6
1405.1,-43.673
1405.2,-43.614
1405.3,-43.461
1405.4,-42.951
1405.5,-42.641
1405.6,-42.546
1405.7,-42.5
1405.8,-42.446
1405.9,-42.364
1406,-42.334
1406.1,-42.345
1406.2,-42.33
1406.3,-42.308
1406.4,-42.329
1406.5,-42.359
1406.6,-42.31
1406.7,-42.373
1406.8,-42.424
1406.9,-42.426
1407,-42.414
1407.1,-42.399
1407.2,-42.414
1407.3,-42.619
1407.4,-42.613
1407.5,-42.655
1407.6,-42.587
1407.7,-42.352
1407.8,-42.265
1407.9,-42.214
1408,-42.07
1408.1,-42.089
1408.2,-42.081
1408.3,-42.092
1408.4,-42.041
1408.5,-42.078
1408.6,-42.069
1408.7,-42.036
1408.8,-42.008
1408.9,-42.078
1409,-42.107
1409.1,-42.104
1409.2,-42.21
1409.3,-42.271
1409.4,-42.263
1409.5,-42.489
1409.6,-42.55
1409.7,-42.299
1409.8,-42.252
1409.9,-42.082
1410,-41.923
1410.1,-41.806
1410.2,-41.801
1410.3,-41.787
1410.4,-41.705
1410.5,-41.732
1410.6,-41.797
1410.7,-41.745
1410.8,-41.735
1410.9,-41.74
1411,-41.676
1411.1,-41.636
1411.2,-41.659
1411.3,-41.693
1411.4,-41.704
1411.5,-41.707
1411.6,-41.688
1411.7,-41.608
1411.8,-41.591
1411.9,-41.553
1412,-41.545
1412.1,-41.533
1412.2,-41.611
1412.3,-41.707
1412.4,-41.672
1412.5,-41.626
1412.6,-41.557
1412.7,-41.438
1412.8,-41.361
1412.9,-41.36
1413,-41.347
1413.1,-41.34
1413.2,-41.366
1413.3,-41.363
1413.4,-41.37
1413.5,-41.325
1413.6,-41.355
1413.7,-41.406
1413.8,-41.427
1413.9,-41.403
1414,-41.433
1414.1,-41.606
1414.2,-41.72
1414.3,-41.746
1414.4,-41.733
1414.5,-41.585
1414.6,-41.563
1414.7,-41.52
1414.8,-41.577
1414.9,-41.535
1415,-41.47
1415.1,-41.366
1415.2,-41.293
1415.3,-41.179
1415.4,-41.184
1415.5,-41.205
1415.6,-41.188
1415.7,-41.181
1415.8,-41.148
1415.9,-41.107
1416,-41.089
1416.1,-41.069
1416.2,-41.053
1416.3,-40.996
1416.4,-41.035
1416.5,-41.039
1416.6,-41.009
1416.7,-40.965
1416.8,-40.96
1416.9,-40.97
1417,-40.922
1417.1,-40.903
1417.2,-40.936
1417.3,-40.924
1417.4,-40.928
1417.5,-40.988
1417.6,-41.044
1417.7,-41.03
1417.8,-40.991
1417.9,-40.979
1418,-40.91
1418.1,-40.896
1418.2,-40.926
1418.3,-40.913
1418.4,-40.871
1418.5,-40.801
1418.6,-40.805
1418.7,-40.76
1418.8,-40.763
1418.9,-40.855
1419,-40.916
1419.1,-40.898
1419.2,-40.909
1419.3,-40.841
1419.4,-40.701
1419.5,-40.644
1419.6,-40.683
1419.7,-40.649
1419.8,-40.592
1419.9,-40.641
1420,-40.682
1420.1,-40.617
1420.2,-40.56
1420.3,-40.522
1420.4,-40.481
1420.5,-40.456
1420.6,-40.493
1420.7,-40.55
1420.8,-40.525
1420.9,-40.505
1421,-40.488
1421.1,-40.459
1421.2,-40.391
1421.3,-40.35
1421.4,-40.373
1421.5,-40.392
1421.6,-40.354
1421.7,-40.368
1421.8,-40.327
1421.9,-40.259
1422,-40.21
1422.1,-40.21
1422.2,-40.182
1422.3,-40.143
1422.4,-40.177
1422.5,-40.166
1422.6,-40.14
1422.7,-40.106
1422.8,-40.123
1422.9,-40.097
1423,-40.052
1423.1,-40.083
1423.2,-40.076
1423.3,-40.106
1423.4,-40.144
1423.5,-40.163
1423.6,-40.078
1423.7,-40.039
1423.8,-40.049
1423.9,-40.128
1424,-40.158
1424.1,-40.155
1424.2,-40.145
1424.3,-40.07
1424.4,-39.969
1424.5,-39.894
1424.6,-39.885
1424.7,-39.863
1424.8,-39.855
1424.9,-39.861
1425,-39.887
1425.1,-39.86
1425.2,-39.834
1425.3,-39.854
1425.4,-39.808
1425.5,-39.761
1425.6,-39.812
1425.7,-39.808
1425.8,-39.793
1425.9,-39.834
1426,-39.824
1426.1,-39.779
1426.2,-39.706
1426.3,-39.681
1426.4,-39.692
1426.5,-39.68
1426.6,-39.699
1426.7,-39.718
1426.8,-39.718
1426.9,-39.692
1427,-39.684
1427.1,-39.656
1427.2,-39.633
1427.3,-39.663
1427.4,-39.685
1427.5,-39.677
1427.6,-39.659
1427.7,-39.657
1427.8,-39.647
1427.9,-39.589
1428,-39.508
1428.1,-39.565
1428.2,-39.557
1428.3,-39.559
1428.4,-39.568
1428.5,-39.588
1428.6,-39.51
1428.7,-39.475
1428.8,-39.421
1428.9,-39.454
1429,-39.42
1429.1,-39.424
1429.2,-39.421
1429.3,-39.404
1429.4,-39.367
1429.5,-39.361
1429.6,-39.351
1429.7,-39.333
1429.8,-39.326
1429.9,-39.4
1430,-39.379
1430.1,-39.388
1430.2,-39.428
1430.3,-39.387
1430.4,-39.322
1430.5,-39.275
1430.6,-39.3
1430.7,-39.283
1430.8,-39.269
1430.9,-39.286
1431,-39.335
1431.1,-39.376
1431.2,-39.353
1431.3,-39.36
1431.4,-39.326
1431.5,-39.298
1431.6,-39.274
1431.7,-39.283
1431.8,-39.298
1431.9,-39.307
1432,-39.227
1432.1,-39.164
1432.2,-39.138
1432.3,-39.149
1432.4,-39.214
1432.5,-39.218
1432.6,-39.229
1432.7,-39.243
1432.8,-39.151
1432.9,-39.11
1433,-39.081
1433.1,-39.081
1433.2,-39.056
1433.3,-39.015
1433.4,-39.049
1433.5,-39.075
1433.6,-39.07
1433.7,-39.067
1433.8,-39.068
1433.9,-39.056
1434,-39.007
1434.1,-39.002
1434.2,-39.008
1434.3,-39.096
1434.4,-39.166
1434.5,-39.174
1434.6,-39.142
1434.7,-39.063
1434.8,-38.945
1434.9,-38.922
1435,-38.875
1435.1,-38.866
1435.2,-38.905
1435.3,-38.907
1435.4,-38.869
1435.5,-38.825
1435.6,-38.82
1435.7,-38.801
1435.8,-38.766
1435.9,-38.782
1436,-38.827
1436.1,-38.864
1436.2,-38.87
1436.3,-38.894
1436.4,-38.882
1436.5,-38.792
1436.6,-38.788
1436.7,-38.841
1436.8,-38.851
1436.9,-38.842
1437,-38.869
1437.1,-38.91
1437.2,-38.9
1437.3,-38.88
1437.4,-38.869
1437.5,-38.881
1437.6,-38.874
1437.7,-38.945
1437.8,-38.998
1437.9,-38.97
1438,-38.939
1438.1,-38.905
1438.2,-38.814
1438.3,-38.713
1438.4,-38.674
1438.5,-38.705
1438.6,-38.709
1438.7,-38.674
1438.8,-38.679
1438.9,-38.71
1439,-38.672
1439.1,-38.644
1439.2,-38.643
1439.3,-38.671
1439.4,-38.704
1439.5,-38.761
1439.6,-38.813
1439.7,-38.83
1439.8,-38.778
1439.9,-38.769
1440,-38.782
1440.1,-38.712
1440.2,-38.701
1440.3,-38.745
1440.4,-38.781
1440.5,-38.751
1440.6,-38.74
1440.7,-38.778
1440.8,-38.736
1440.9,-38.684
1441,-38.673
1441.1,-38.703
1441.2,-38.683
1441.3,-38.684
1441.4,-38.775
1441.5,-38.764
1441.6,-38.71
1441.7,-38.69
1441.8,-38.669
1441.9,-38.524
1442,-38.502
1442.1,-38.524
1442.2,-38.539
1442.3,-38.525
1442.4,-38.513
1442.5,-38.529
1442.6,-38.499
1442.7,-38.487
1442.8,-38.537
1442.9,-38.636
1443,-38.658
1443.1,-38.655
1443.2,-38.694
1443.3,-38.667
1443.4,-38.605
1443.5,-38.592
1443.6,-38.614
1443.7,-38.652
1443.8,-38.633
1443.9,-38.653
1444,-38.659
1444.1,-38.648
1444.2,-38.599
1444.3,-38.608
1444.4,-38.618
1444.5,-38.57
1444.6,-38.569
1444.7,-38.575
1444.8,-38.579
1444.9,-38.527
1445,-38.55
1445.1,-38.536
1445.2,-38.503
1445.3,-38.483
1445.4,-38.513
1445.5,-38.553
1445.6,-38.61
1445.7,-38.701
1445.8,-38.826
1445.9,-38.778
1446,-38.692
1446.1,-38.642
1446.2,-38.625
1446.3,-38.569
1446.4,-38.57
1446.5,-38.632
1446.6,-38.662
1446.7,-38.637
1446.8,-38.668
1446.9,-38.685
1447,-38.694
1447.1,-38.665
1447.2,-38.691
1447.3,-38.76
1447.4,-38.73
1447.5,-38.709
1447.6,-38.715
1447.7,-38.701
1447.8,-38.624
1447.9,-38.621
1448,-38.619
1448.1,-38.598
1448.2,-38.596
1448.3,-38.624
1448.4,-38.619
1448.5,-38.563
1448.6,-38.547
1448.7,-38.576
1448.8,-38.554
1448.9,-38.525
1449,-38.549
1449.1,-38.607
1449.2,-38.591
1449.3,-38.599
1449.4,-38.644
1449.5,-38.664
1449.6,-38.614
1449.7,-38.637
1449.8,-38.694
1449.9,-38.733
1450,-38.722
1450.1,-38.786
1450.2,-38.837
1450.3,-38.817
1450.4,-38.791
1450.5,-38.842
1450.6,-38.935
1450.7,-38.921
1450.8,-38.922
1450.9,-38.939
1451,-38.87
1451.1,-38.844
1451.2,-38.837
1451.3,-38.831
1451.4,-38.792
1451.5,-38.713
1451.6,-38.706
1451.7,-38.701
1451.8,-38.697
1451.9,-38.676
1452,-38.691
1452.1,-38.68
1452.2,-38.662
1452.3,-38.656
1452.4,-38.698
1452.5,-38.68
1452.6,-38.629
1452.7,-38.666
1452.8,-38.725
1452.9,-38.753
1453,-38.75
1453.1,-38.791
1453.2,-38.808
1453.3,-38.799
1453.4,-38.799
1453.5,-38.874
1453.6,-38.902
1453.7,-38.893
1453.8,-38.942
1453.9,-38.972
1454,-38.943
1454.1,-38.894
1454.2,-38.939
1454.3,-38.957
1454.4,-38.933
1454.5,-38.901
1454.6,-38.934
1454.7,-38.936
1454.8,-38.867
1454.9,-38.837
1455,-38.847
1455.1,-38.82
1455.2,-38.799
1455.3,-38.88
1455.4,-38.907
1455.5,-38.899
1455.6,-38.898
1455.7,-38.895
1455.8,-38.866
1455.9,-38.823
1456,-38.833
1456.1,-38.897
1456.2,-38.915
1456.3,-38.92
1456.4,-38.973
1456.5,-39.006
1456.6,-38.998
1456.7,-38.973
1456.8,-39.05
1456.9,-39.098
1457,-39.098
1457.1,-39.112
1457.2,-39.182
1457.3,-39.226
1457.4,-39.186
1457.5,-39.201
1457.6,-39.215
1457.7,-39.21
1457.8,-39.151
1457.9,-39.188
1458,-39.197
1458.1,-39.192
1458.2,-39.148
1458.3,-39.148
1458.4,-39.089
1458.5,-39.012
1458.6,-38.982
1458.7,-39.003
1458.8,-38.993
1458.9,-38.988
1459,-39.019
1459.1,-39.043
1459.2,-39.02
1459.3,-39.014
1459.4,-39.064
1459.5,-39.07
1459.6,-39.049
1459.7,-39.094
1459.8,-39.181
1459.9,-39.216
1460,-39.238
1460.1,-39.293
1460.2,-39.346
1460.3,-39.359
1460.4,-39.34
1460.5,-39.402
1460.6,-39.42
1460.7,-39.38
1460.8,-39.409
1460.9,-39.44
1461,-39.394
1461.1,-39.312
1461.2,-39.322
1461.3,-39.313
1461.4,-39.282
1461.5,-39.235
1461.6,-39.28
1461.7,-39.273
1461.8,-39.243
1461.9,-39.19
1462,-39.198
1462.1,-39.161
1462.2,-39.103
1462.3,-39.097
1462.4,-39.145
1462.5,-39.165
1462.6,-39.144
1462.7,-39.184
1462.8,-39.19
1462.9,-39.186
1463,-39.175
1463.1,-39.234
1463.2,-39.322
1463.3,-39.349
1463.4,-39.393
1463.5,-39.47
1463.6,-39.472
1463.7,-39.448
1463.8,-39.457
1463.9,-39.519
1464,-39.513
1464.1,-39.471
1464.2,-39.514
1464.3,-39.562
1464.4,-39.573
1464.5,-39.551
1464.6,-39.554
1464.7,-39.533
1464.8,-39.483
1464.9,-39.426
1465,-39.456
1465.1,-39.47
1465.2,-39.47
1465.3,-39.479
1465.4,-39.51
1465.5,-39.472
1465.6,-39.371
1465.7,-39.338
1465.8,-39.341
1465.9,-39.316
1466,-39.321
1466.1,-39.381
1466.2,-39.459
1466.3,-39.473
1466.4,-39.504
1466.5,-39.541
1466.6,-39.572
1466.7,-39.564
1466.8,-39.566
1466.9,-39.676
1467,-39.76
1467.1,-39.782
1467.2,-39.851
1467.3,-39.904
1467.4,-39.897
1467.5,-39.837
1467.6,-39.854
1467.7,-39.886
1467.8,-39.917
1467.9,-39.896
1468,-39.946
1468.1,-39.964
1468.2,-39.895
1468.3,-39.837
1468.4,-39.834
1468.5,-39.789
1468.6,-39.714
1468.7,-39.691
1468.8,-39.722
1468.9,-39.726
1469,-39.688
1469.1,-39.7
1469.2,-39.706
1469.3,-39.661
1469.4,-39.624
1469.5,-39.704
1469.6,-39.84
1469.7,-39.882
1469.8,-39.915
1469.9,-40.007
1470,-39.989
1470.1,-39.952
1470.2,-39.962
1470.3,-40.035
1470.4,-40.061
1470.5,-40.109
1470.6,-40.219
1470.7,-40.356
1470.8,-40.385
1470.9,-40.381
1471,-40.433
1471.1,-40.374
1471.2,-40.322
1471.3,-40.33
1471.4,-40.348
1471.5,-40.348
1471.6,-40.306
1471.7,-40.306
1471.8,-40.28
1471.9,-40.243
1472,-40.165
1472.1,-40.168
1472.2,-40.182
1472.3,-40.217
1472.4,-40.187
1472.5,-40.221
1472.6,-40.231
1472.7,-40.133
1472.8,-40.109
1472.9,-40.131
1473,-40.135
1473.1,-40.138
1473.2,-40.187
1473.3,-40.273
1473.4,-40.33
1473.5,-40.355
1473.6,-40.397
1473.7,-40.486
1473.8,-40.512
1473.9,-40.545
1474,-40.597
1474.1,-40.66
1474.2,-40.664
1474.3,-40.692
1474.4,-40.733
1474.5,-40.77
1474.6,-40.733
1474.7,-40.716
1474.8,-40.717
1474.9,-40.7
1475,-40.689
1475.1,-40.67
1475.2,-40.704
1475.3,-40.694
1475.4,-40.659
1475.5,-40.641
1475.6,-40.65
1475.7,-40.616
1475.8,-40.593
1475.9,-40.625
1476,-40.67
1476.1,-40.64
1476.2,-40.614
1476.3,-40.627
1476.4,-40.624
1476.5,-40.608
1476.6,-40.613
1476.7,-40.678
1476.8,-40.745
1476.9,-40.783
1477,-40.865
1477.1,-40.958
1477.2,-41.003
1477.3,-41.033
1477.4,-41.068
1477.5,-41.147
1477.6,-41.184
1477.7,-41.225
1477.8,-41.341
1477.9,-41.402
1478,-41.402
1478.1,-41.397
1478.2,-41.363
1478.3,-41.356
1478.4,-41.319
1478.5,-41.286
1478.6,-41.294
1478.7,-41.299
1478.8,-41.259
1478.9,-41.227
1479,-41.243
1479.1,-41.243
1479.2,-41.204
1479.3,-41.186
1479.4,-41.223
1479.5,-41.225
1479.6,-41.198
1479.7,-41.23
1479.8,-41.266
1479.9,-41.252
1480,-41.238
1480.1,-41.268
1480.2,-41.342
1480.3,-41.404
1480.4,-41.452
1480.5,-41.539
1480.6,-41.641
1480.7,-41.686
1480.8,-41.729
1480.9,-41.812
1481,-41.881
1481.1,-41.917
1481.2,-41.959
1481.3,-42.062
1481.4,-42.118
1481.5,-42.151
1481.6,-42.173
1481.7,-42.213
1481.8,-42.191
1481.9,-42.137
1482,-42.103
1482.1,-42.056
1482.2,-41.994
1482.3,-41.968
1482.4,-41.949
1482.5,-41.952
1482.6,-41.931
1482.7,-41.896
1482.8,-41.908
1482.9,-41.907
1483,-41.893
